PA_ID,NAME,TYPE,TYPE_ABBR,IUCN,NRS_PA,GAZ_AREA,GIS_AREA,REPT_AREA,GAZ_DATE,LATEST_GAZ,STATE,AUTHORITY,DATASOURCE,GOVERNANCE,COMMENTS,ENVIRON,OVERLAP,X_COORD,Y_COORD,MGT_PLAN,RES_NUMBER,SHAPE_AREA,SHAPE_LEN
VIC_2150,Mirboo North H13 B.R,Natural Features Reserve,NFR,IV,Y,5.84200000,5.84053915,5.84053915,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.16444397,-38.39418030,N,2150,0.00000602289,0.01456306257
VIC_2151,Wonga Wonga South B.R,Natural Features Reserve,NFR,IV,Y,3.94700000,3.94465024,3.94465024,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.23789978,-38.64564133,N,2151,0.00000408176,0.00831021298
VIC_2152,Binginwarri H15 B.R,Natural Features Reserve,NFR,IV,Y,2.81100000,2.81020181,2.81020181,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.43920898,-38.59344101,N,2152,0.00000290579,0.01676580830
VIC_2153,Welshpool H16 B.R,Natural Features Reserve,NFR,IV,Y,3.02100000,3.01895414,3.01895414,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.45741272,-38.63360977,N,2153,0.00000312336,0.01227680447
VIC_2154,Welshpool H17 B.R,Natural Features Reserve,NFR,IV,Y,9.42400000,9.41945932,9.41945932,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.47640991,-38.63843155,N,2154,0.00000974592,0.01252466852
VIC_2155,Binginwarri H18 B.R,Natural Features Reserve,NFR,IV,Y,11.38400000,11.37779373,11.37779373,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.46937561,-38.57081223,N,2155,0.00001176121,0.01490733822
VIC_2156,Binginwarri H19 B.R,Natural Features Reserve,NFR,IV,Y,4.06700000,4.06543816,4.06543816,26/06/1984,13/07/1993,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.50616455,-38.55795670,N,2156,0.00000420173,0.01288022059
VIC_2158,Won Wron H21 B.R,Natural Features Reserve,NFR,IV,Y,15.54200000,15.53706088,15.53706088,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.64729309,-38.47325516,N,2158,0.00001603972,0.05043427391
VIC_2159,Won Wron H22 B.R,Natural Features Reserve,NFR,IV,Y,12.53800000,12.53318707,12.53318707,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.66192627,-38.48956299,N,2159,0.00001294098,0.02671525556
VIC_216,Passage Camp N.C.R.,Natural Features Reserve,NFR,IA,Y,21.29000000,21.26219106,21.26219106,8/05/1990,8/05/1990,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.17646790,-34.71583557,N,216,0.00002092306,0.03421738040
VIC_216,Passage Camp N.C.R.,Natural Features Reserve,NFR,IA,Y,21.29000000,0.00079117,0.00079117,8/05/1990,8/05/1990,VIC,VIC_DEPI,VIC_DEPI,G,,T,2,143.18022156,-34.71011353,N,216,0.00000000078,0.00306113875
VIC_2160,Carrajung H23 B.R,Natural Features Reserve,NFR,IV,Y,1.46400000,1.46320483,1.46320483,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.74711609,-38.39453125,N,2160,0.00000150888,0.00584600664
VIC_2161,Tarra Tarra B.R,Natural Features Reserve,NFR,IV,Y,4.11100000,4.10953394,4.10953394,26/06/1984,5/03/1993,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.81108093,-38.58305359,N,2161,0.00000424875,0.01441833629
VIC_2162,Woodside H25 B.R,Natural Features Reserve,NFR,IV,Y,2.09000000,2.08960198,2.08960198,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.87426758,-38.52954102,N,2162,0.00000215880,0.00589456159
VIC_2163,Woodside H26 B.R.,Natural Features Reserve,NFR,IV,Y,17.80800000,17.80035188,17.80035188,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.87612915,-38.51943588,N,2163,0.00001838738,0.01939660854
VIC_2164,Woodside H27 B.R,Natural Features Reserve,NFR,IV,Y,13.04700000,13.04182200,13.04182200,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.91680908,-38.49422836,N,2164,0.00001346723,0.01688097501
VIC_2165,Woodside H28 B.R,Natural Features Reserve,NFR,IV,Y,189.41600000,189.34821089,189.34821089,26/06/1984,14/02/1989,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.95278931,-38.47539520,N,2165,0.00019546730,0.08810527288
VIC_2166,Darriman H29 B.R,Natural Features Reserve,NFR,IV,Y,20.00400000,19.99752188,19.99752188,26/06/1984,25/08/1992,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.08537292,-38.41804886,N,2166,0.00002062837,0.01852274177
VIC_2167,Giffard H30 B.R,Natural Features Reserve,NFR,IV,Y,4.40200000,4.40062177,4.40062177,26/06/1984,28/09/1993,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.11120605,-38.34016800,N,2167,0.00000453464,0.00881884162
VIC_2168,Giffard H31 B.R,Natural Features Reserve,NFR,IV,Y,17.77200000,17.76732317,17.76732317,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.12289429,-38.35677719,N,2168,0.00001831232,0.02003409907
VIC_2169,Yinnar B.R,Natural Features Reserve,NFR,IV,Y,1.05600000,1.05594294,1.05594294,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.39909363,-38.35648346,N,2169,0.00000108834,0.00462730052
VIC_217,Neerim F.R,Nature Conservation Reserve,NCR,IA,Y,6.62300000,6.62319043,6.62319043,11/04/1989,11/04/1989,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.02290344,-37.97636414,N,217,0.00000679149,0.01178322548
VIC_2170,Darriman H33 B.R,Natural Features Reserve,NFR,IV,Y,18.10500000,18.09862817,18.09862817,26/06/1984,18/01/1994,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.95222473,-38.43632507,N,2170,0.00001867419,0.01852590786
VIC_2171,Carrajung H34 B.R,Natural Features Reserve,NFR,IV,Y,2.44500000,2.44434681,2.44434681,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.82936096,-38.42203522,N,2171,0.00000252159,0.00974468667
VIC_2172,Willung B.R,Natural Features Reserve,NFR,IV,Y,2.17200000,2.17188637,2.17188637,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.78587341,-38.36126709,N,2172,0.00000223867,0.00682199818
VIC_2173,Devon B.R.,Natural Features Reserve,NFR,IV,Y,18.48400000,18.47619898,18.47619898,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.60357666,-38.51993179,N,2173,0.00001908562,0.02801883976
VIC_2174,Toora H37 B.R,Natural Features Reserve,NFR,IV,Y,3.69100000,3.68961640,3.68961640,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.33280945,-38.62252426,N,2174,0.00000381671,0.01071519118
VIC_2175,Woranga B.R,Natural Features Reserve,NFR,IV,Y,2.12100000,2.11983490,2.11983490,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.70103455,-38.54485703,N,2175,0.00000219050,0.00639207533
VIC_2176,Mirboo South H39 B.R,Natural Features Reserve,NFR,IV,Y,6.59800000,6.59489602,6.59489602,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.18728638,-38.56899643,N,2176,0.00000681700,0.01235610571
VIC_2177,Callignee B.R,Natural Features Reserve,NFR,IV,Y,1.95700000,1.95703129,1.95703129,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,146.51712036,-38.38850784,N,2177,0.00000201795,0.01042035060
VIC_1931,Corack East I141 B.R,Natural Features Reserve,NFR,IV,Y,69.49400000,69.50112053,69.50112053,22/09/1987,27/07/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.10321045,-36.17645645,N,1931,0.00006962342,0.03831616171
VIC_1932,Corack East I142 B.R,Natural Features Reserve,NFR,IV,Y,7.30000000,7.30093525,7.30093525,22/09/1987,24/01/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.10562134,-36.23920441,N,1932,0.00000731952,0.01433160473
VIC_1933,Banyenong B.R,Natural Features Reserve,NFR,IV,Y,16.14200000,16.14397941,16.14397941,22/09/1987,22/09/1987,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.05169678,-36.26334763,N,1933,0.00001619005,0.01635310429
VIC_1934,Jeffcott I144 B.R.,Natural Features Reserve,NFR,IV,Y,19.06700000,19.06989107,19.06989107,22/09/1987,24/01/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.09835815,-36.28945160,N,1934,0.00001913059,0.02754116121
VIC_1935,Jeffcott I145 B.R.,Natural Features Reserve,NFR,IV,Y,16.17300000,16.17601786,16.17601786,22/09/1987,24/01/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.12696838,-36.34690857,N,1935,0.00001623925,0.01621613098
VIC_1936,Donald I146 B.R.,Natural Features Reserve,NFR,IV,Y,3.98600000,3.98649945,3.98649945,22/09/1987,21/06/2005,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.08624268,-36.42137146,N,1936,0.00000400583,0.01154479684
VIC_1937,Donald I147 B.R,Natural Features Reserve,NFR,IV,Y,16.14600000,16.14897554,16.14897554,22/09/1987,27/07/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.09951782,-36.41619873,N,1937,0.00001622632,0.01620819610
VIC_1938,Charlton West I148 B.R,Natural Features Reserve,NFR,IV,Y,5.16300000,5.16377922,5.16377922,22/09/1987,20/07/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.14994812,-36.24360657,N,1938,0.00000517724,0.01166348808
VIC_1939,Charlton West I149 B.R,Natural Features Reserve,NFR,IV,Y,8.03300000,8.03468032,8.03468032,22/09/1987,3/08/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.28012085,-36.24766541,N,1939,0.00000805602,0.01169629413
VIC_194,Mottle Range F.R,Nature Conservation Reserve,NCR,IA,Y,164.86600000,164.89663509,164.89663509,1/05/1979,6/12/1988,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,148.21937561,-37.62354660,N,194,0.00016829465,0.05347839877
VIC_1940,Charlton West I150 B.R.,Natural Features Reserve,NFR,IV,Y,35.34300000,35.34796658,35.34796658,22/09/1987,20/07/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.30024719,-36.21805573,N,1940,0.00003542855,0.03963420857
VIC_1941,Mount Doboobetic B.R.,Natural Features Reserve,NFR,IV,Y,347.75200000,347.79744002,347.79744002,22/09/1987,1/07/2008,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.32623291,-36.25136566,N,1941,0.00034870773,0.21882781122
VIC_1942,Teddywaddy I152 B.R.,Natural Features Reserve,NFR,IV,Y,2.64400000,2.64378351,2.64378351,22/09/1987,30/08/2005,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.21217346,-36.19133377,N,1942,0.00000264894,0.00792499769
VIC_1943,Teddywaddy I153 B.R.,Natural Features Reserve,NFR,IV,Y,5.72300000,5.72450775,5.72450775,22/09/1987,16/02/2010,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.36384583,-36.20033646,N,1943,0.00000573626,0.01416236198
VIC_1944,Wycheproof B.R.,Natural Features Reserve,NFR,IV,Y,15.36900000,15.37027592,15.37027592,22/09/1987,29/01/1992,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.23326111,-36.12285614,N,1944,0.00001538699,0.01582433010
VIC_1945,Bunguluke I155 B.R,Natural Features Reserve,NFR,IV,Y,2.63200000,2.63182308,2.63182308,22/09/1987,7/03/1990,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.21414185,-36.02044296,N,1945,0.00000263132,0.00694683539
VIC_1946,Bunguluke I156 B.R,Natural Features Reserve,NFR,IV,Y,1.26900000,1.26859853,1.26859853,22/09/1987,11/04/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.33488464,-36.03576279,N,1946,0.00000126860,0.00463510366
VIC_1947,Coonooer East I157 B.R,Natural Features Reserve,NFR,IV,Y,2.55200000,2.55305869,2.55305869,22/09/1987,26/08/2003,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.35081482,-36.47876740,N,1947,0.00000256732,0.00792615484
VIC_1948,Coonooer East I158 B.R.,Natural Features Reserve,NFR,IV,Y,56.38200000,56.39346811,56.39346811,22/09/1987,26/08/2003,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.35244751,-36.43612289,N,1948,0.00005667853,0.03962445200
VIC_1949,Coonooer East I159 B.R,Natural Features Reserve,NFR,IV,Y,29.95300000,29.95877837,29.95877837,22/09/1987,11/04/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.43107605,-36.40296936,N,1949,0.00003009725,0.02276612141
VIC_1950,Charlton East I160 B.R,Natural Features Reserve,NFR,IV,Y,121.46700000,121.48517227,121.48517227,22/09/1987,20/07/2006,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.40681458,-36.29567337,N,1950,0.00012188023,0.06534553118
VIC_1951,Charlton East I161 B.R,Natural Features Reserve,NFR,IV,Y,9.30900000,9.31010440,9.31010440,22/09/1987,15/02/2007,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.40969849,-36.24997330,N,1951,0.00000933510,0.01392435165
VIC_1952,Barrakee B.R.,Natural Features Reserve,NFR,IV,Y,15.79500000,15.79725558,15.79725558,22/09/1987,17/12/2013,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.44738770,-36.27032852,N,1952,0.00001584333,0.03922399777
VIC_1953,Woosang I163 B.R.,Natural Features Reserve,NFR,IV,Y,12.15200000,12.15402979,12.15402979,22/09/1987,26/08/2003,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.48951721,-36.27564240,N,1953,0.00001219059,0.01397529556
VIC_1954,Grassy Swamp B.R.,Natural Features Reserve,NFR,IV,Y,6.74700000,6.74922046,6.74922046,26/06/1984,17/05/2005,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.08204651,-37.24133682,N,1954,0.00000685381,0.01113466500
VIC_1955,Kanawinka H16 B.R.,Natural Features Reserve,NFR,IV,Y,34.41200000,34.42220385,34.42220385,26/06/1984,17/05/2005,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.06388855,-37.39512634,N,1955,0.00003502797,0.04893385353
VIC_1956,Nagwarry H17 B.R.,Natural Features Reserve,NFR,IV,Y,5.39300000,5.39386225,5.39386225,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,140.99113464,-37.52198792,N,1956,0.00000549736,0.01780545909
VIC_1957,Nagwarry H18 B.R.,Natural Features Reserve,NFR,IV,Y,4.94900000,4.95003043,4.95003043,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.00595093,-37.50491333,N,1957,0.00000504413,0.01347687247
VIC_1958,Nagwarry H19 B.R,Natural Features Reserve,NFR,IV,Y,8.17700000,8.17877868,8.17877868,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.01684570,-37.52571487,N,1958,0.00000833651,0.01266812920
VIC_1959,Kaladbro H20 B.R,Natural Features Reserve,NFR,IV,Y,39.24600000,39.25297775,39.25297775,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.08244324,-37.60539627,N,1959,0.00004005171,0.04210771530
VIC_196,Mount Bolangum N.C.R.,Natural Features Reserve,NFR,IA,Y,2699.95400000,2700.72425985,2700.72425985,24/08/1982,9/02/2010,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.01502991,-36.74037170,N,196,0.00272545912,0.41962255928
VIC_1960,Werrikoo B.R,Natural Features Reserve,NFR,IV,Y,5.08900000,5.08963488,5.08963488,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.16777039,-37.71773911,N,1960,0.00000520101,0.00989340851
VIC_1961,Ardno B.R.,Natural Features Reserve,NFR,IV,Y,39.36100000,39.36661321,39.36661321,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.03317261,-37.72581100,N,1961,0.00004023232,0.02584768609
VIC_1962,Dartmoor B.R.,Natural Features Reserve,NFR,IV,Y,1.94200000,1.94217916,1.94217916,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.20437622,-37.81702805,N,1962,0.00000198730,0.00557205940
VIC_1964,Malanganee H25 B.R,Natural Features Reserve,NFR,IV,Y,12.39000000,12.39113261,12.39113261,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.06044006,-37.86941910,N,1964,0.00001268783,0.01544007237
VIC_1965,Steep Bank Creek B.R.,Natural Features Reserve,NFR,IV,Y,19.97100000,19.97649352,19.97649352,26/06/1984,6/04/2004,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.40457153,-37.36335754,N,1965,0.00002031828,0.02041637939
VIC_1966,Langkoop B.R.,Natural Features Reserve,NFR,IV,Y,28.05800000,28.06551840,28.06551840,26/06/1984,2/09/2003,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,140.98980713,-37.18486404,N,1966,0.00002848065,0.03840163659
VIC_1968,Mocamboro H29 B.R.,Natural Features Reserve,NFR,IV,Y,12.20200000,12.20354151,12.20354151,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.47694397,-37.73056030,N,1968,0.00001247270,0.01423406867
VIC_1969,Digby H30 B.R.,Natural Features Reserve,NFR,IV,Y,6.32400000,6.32465945,6.32465945,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.52247620,-37.76244354,N,1969,0.00000646686,0.01174372933
VIC_1963,Malanagnee H24 B.R,Natural Features Reserve,NFR,IV,Y,23.67400000,23.67620939,23.67620939,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.06909180,-37.83420563,N,1963,0.00002423171,0.02119750438
VIC_1967,Henty Creek B.R.,Natural Features Reserve,NFR,IV,Y,20.25100000,20.25395095,20.25395095,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.54522705,-37.69250107,N,1967,0.00002069025,0.02433866978
VIC_197,Mount Bullfight N.C.R,Natural Features Reserve,NFR,IA,Y,640.08100000,640.23748465,640.23748465,17/06/1997,17/06/1997,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,145.92463684,-37.43919373,N,197,0.00065184494,0.12994214029
VIC_1970,Digby H31 B.R.,Natural Features Reserve,NFR,IV,Y,14.09200000,14.09403178,14.09403178,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.49313354,-37.78971481,N,1970,0.00001441620,0.01909071677
VIC_1971,Digby H32 B.R.,Natural Features Reserve,NFR,IV,Y,8.22700000,8.22819938,8.22819938,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.50344849,-37.83846283,N,1971,0.00000842175,0.01212972686
VIC_1972,Winyayung B.R.,Natural Features Reserve,NFR,IV,Y,5.02800000,5.02855525,5.02855525,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.55583191,-37.89746857,N,1972,0.00000515089,0.00966528924
VIC_1973,Hotspur B.R.,Natural Features Reserve,NFR,IV,Y,53.92900000,53.93070827,53.93070827,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.55484009,-37.93423843,N,1973,0.00005526860,0.03606806020
VIC_1974,Annya B.R.,Natural Features Reserve,NFR,IV,Y,51.60500000,51.60593838,51.60593838,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.63192749,-37.95906830,N,1974,0.00005290506,0.02914953723
VIC_1975,Greenhills B.R.,Natural Features Reserve,NFR,IV,Y,10.62200000,10.62233901,10.62233901,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.74583435,-37.95419693,N,1975,0.00001088900,0.01770905213
VIC_1976,Lyons H37 B.R.,Natural Features Reserve,NFR,IV,Y,42.33700000,42.33739758,42.33739758,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.45903015,-38.00275040,N,1976,0.00004342971,0.03999161644
VIC_1977,Myamyn B.R.,Natural Features Reserve,NFR,IV,Y,40.06200000,40.05997018,40.05997018,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.73034668,-38.08030701,N,1977,0.00004113530,0.02790186998
VIC_1978,Dunmore B.R.,Natural Features Reserve,NFR,IV,Y,14.35000000,14.34933680,14.34933680,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.78195190,-38.09644699,N,1978,0.00001473772,0.01771121615
VIC_1979,Heywood B.R.,Natural Features Reserve,NFR,IV,Y,4.28100000,4.28028559,4.28028559,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.62734985,-38.17206955,N,1979,0.00000440060,0.01311786054
VIC_198,Mount Charlie F.R,Nature Conservation Reserve,NCR,IA,Y,318.88100000,318.96320703,318.96320703,20/03/1979,23/09/2008,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,144.67326355,-37.40720367,N,198,0.00032461136,0.08076945204
VIC_1980,Nine Mile F.F.R.,Nature Conservation Reserve,NCR,IA,Y,7.79400000,7.79276953,7.79276953,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.62747192,-38.23687744,N,1980,0.00000801886,0.01139100485
VIC_1981,Gorae B.R.,Natural Features Reserve,NFR,IV,Y,1.81000000,1.81014478,1.81014478,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.58886719,-38.26198196,N,1981,0.00000186330,0.00594358986
VIC_1982,Bolwarra H43 B.R.,Natural Features Reserve,NFR,IV,Y,24.42900000,24.42445281,24.42445281,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.60212708,-38.28374481,N,1982,0.00002514903,0.02241099585
VIC_1983,Bolwarra H44 B.R.,Natural Features Reserve,NFR,IV,Y,119.70100000,119.67728625,119.67728625,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.59213257,-38.28997421,N,1983,0.00012323881,0.05001481880
VIC_1984,Bolwarra H45 B.R.,Natural Features Reserve,NFR,IV,Y,22.55900000,22.55486192,22.55486192,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.60481262,-38.28993988,N,1984,0.00002322607,0.02550306126
VIC_1985,Portland H46 B.R.,Natural Features Reserve,NFR,IV,Y,30.42700000,30.41908794,30.41908794,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.56001282,-38.37197495,N,1985,0.00003135906,0.02814700793
VIC_1986,Portland H47 B.R.,Natural Features Reserve,NFR,IV,Y,42.72900000,42.71746650,42.71746650,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.56355286,-38.38229752,N,1986,0.00004404369,0.02720367663
VIC_1987,Trewalla H48 B.R.,Natural Features Reserve,NFR,IV,Y,2.49800000,2.49786912,2.49786912,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.54095459,-38.34231949,N,1987,0.00000257403,0.00935758955
VIC_1988,Trewalla H49 B.R.,Natural Features Reserve,NFR,IV,Y,8.54500000,8.54263956,8.54263956,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.51953125,-38.32075119,N,1988,0.00000880052,0.01391305620
VIC_1989,Kentbruck H50 B.R.,Natural Features Reserve,NFR,IV,Y,157.75100000,157.73398425,157.73398425,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.30648804,-38.17695236,N,1989,0.00016218298,0.05718727109
VIC_1990,Drik Drik H51 B.R.,Natural Features Reserve,NFR,IV,Y,50.36600000,50.36658265,50.36658265,26/06/1984,26/06/1984,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,141.28594971,-37.97600555,N,1990,0.00005164596,0.03278096937
VIC_1992,Phillip Island Nature Park,Other,OP,III,Y,1939.80200000,1821.45589049,1821.45589049,27/06/1997,30/03/2005,VIC,VIC_DEPI,VIC_DEPI,G,,B,1,145.30026245,-38.51526642,N,1992,0.00188119678,2.14933182988
VIC_1996,Yannathan I97 B.R.,Natural Features Reserve,NFR,IV,Y,10.06900000,10.06732616,10.06732616,1/05/1979,27/05/1980,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,145.69845581,-38.22654343,N,1996,0.00001035797,0.01298700997
VIC_1997,Lang Lang B.R,Natural Features Reserve,NFR,IV,Y,11.35600000,11.35361463,11.35361463,1/05/1979,1/05/1979,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,145.58331299,-38.27087402,N,1997,0.00001168831,0.01558455941
VIC_1998,Langwarrin B.R.,Natural Features Reserve,NFR,IV,Y,1.70900000,1.70929704,1.70929704,1/05/1979,27/05/1980,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,145.22846985,-38.12582016,N,1998,0.00000175625,0.00568057635
VIC_2,Great Western H24 B.R.,Natural Features Reserve,NFR,IV,Y,2.28900000,2.28948881,2.28948881,28/04/1992,28/04/1992,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,142.84226990,-37.15074539,N,2,0.00000232229,0.01097767678
VIC_200,Mount Erip F.R.,Nature Conservation Reserve,NCR,IA,Y,253.42200000,253.45617767,253.45617767,22/11/1983,16/03/2004,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,143.59654236,-37.73930359,N,200,0.00025908259,0.14019843583
VIC_2000,Cobungra B.R.,Natural Features Reserve,NFR,IV,Y,13.76500000,13.76902751,13.76902751,3/12/1979,3/12/1979,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.39077759,-37.09556580,N,2000,0.00001395591,0.01517277441
VIC_2001,Omeo B.R.,Natural Features Reserve,NFR,IV,Y,23.04500000,23.05131868,23.05131868,3/12/1979,1/07/1986,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.62135315,-37.12300110,N,2001,0.00002337213,0.03174272380
VIC_2002,Terlite-Munjie B.R.,Natural Features Reserve,NFR,IV,Y,15.61100000,15.61579401,15.61579401,3/12/1979,3/12/1979,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.68519592,-37.16193771,N,2002,0.00001584137,0.01688515523
VIC_2003,Tongio B.R.,Natural Features Reserve,NFR,IV,Y,10.63000000,10.63334638,10.63334638,3/12/1979,17/03/1981,VIC,VIC_DEPI,VIC_DEPI,G,,T,1,147.69358826,-37.18950272,N,2003,0.00001079085,0.02168362221
